target,target_curated,curation,curation_basic,note,count,ra,dec,e_ra,e_dec
HD103197,HD103197,22,0,,64,178.2229788890625,-50.292906875,0.0018344767831348,0.0009475882084005
HD103234,HD103234,22,0,,10,178.283119884,-56.729184,0.0030169931371285,0.0024846917984612
HD103257,HD103257,22,0,,5,178.323409996,-36.57634,9.087403275570848e-05,7.000000000132562e-05
HD10337,HD10337,22,0,,5,25.278417716,3.712084,0.0004976046732905,0.0001734358671094
HD-103462,HD103462,22,-100,,7,178.6811890042857,-25.714771428571428,0.0010185432169016,0.0018501840320316
HD103482,HD103482,22,0,,1,178.68253194,-66.37674,0.0042,0.0042
HD103589,HD103589,22,0,,4,178.86682166,-62.1977275,0.0002929920440311,0.0002379600806853
HD10360,HD10360,22,0,,14,24.949393944285717,-56.19251857142857,0.0044601129478682,0.0008230698366763
HD103720,HD103720,22,0,,88,179.17216335488635,-2.7785842045454547,0.0020748478375558,0.0014391398465437
HD103743,HD103743,22,0,,32,179.1809738853125,-32.2675309375,0.0014567230528195,0.0010293385266383
HD103746,HD103746,22,0,,2,179.184012495,-47.072915,0.0013002915888574,0.0005444722215156
HD103774,HD103774,22,0,,122,179.23336428131145,-12.10677524590164,0.0023625346135469,0.0015541265853081
HD103836,HD103836,22,0,,2,179.31718611000002,-26.142005,0.0012162236636551,0.0004879036790178
HD103847,HD103847,22,0,,14,179.37374953857145,19.982789285714286,0.0065861491962684,0.0012808979079339
HD103891,HD103891,22,0,,109,179.43954778137612,-8.548235779816514,0.0021904978957089,0.0015059673239147
HD103929,HD103929,22,0,,2,179.527387495,-4.371309999999999,0.0017163107925159,0.0002121320343564
HD103949,HD103949,22,0,,4,179.54908416,-23.924545,0.0008221767329889,0.000685541148777
HD1040,HD1040,22,0,,8,3.6651478775,-39.79521875,0.0019341035359769,0.000849780433827
HD104006,HD104006,22,0,,57,179.6146923017544,-41.92284719298245,0.0025049007502352,0.001758698539086
HD104036,HD104036,22,0,,1,179.66324805,-77.82656,0.0042,0.0042
HD104067,HD104067,22,0,,89,179.7928975994382,-20.35478191011236,0.0026660896720493,0.0016870057366443
HD-104237,HD104237,22,-100,,356,180.0209670769382,-78.19406831460674,0.0103447729440328,0.0021760082259324
HD104263,HD104263,22,0,,30,180.115429728,-4.549080666666667,0.0019854388875448,0.0010296599148409
HD-104555,HD104555,22,-100,,6,180.60655171166664,-85.628675,0.0219080172602625,0.0009209071614447
HD104731,HD104731,22,0,,79,180.918404461519,-42.43499101265823,0.0022351347395214,0.0007915541268501
HD104760A,HD104760 A,22,0,,11,180.9441791109091,-44.12308727272728,0.0014119654689822,0.0005982991042798
HD104800,HD104800,22,0,,65,181.0257495983077,3.339840923076923,0.0021169601004571,0.000978242561748
HD104819,HD104819,22,0,,3,181.04796935,-22.36940333333333,0.0004682339345925,0.0005101307022059
HD-104841,HD104841,22,-100,,4,181.0822109675,-63.1670275,0.0002954344125216,4.349329450381763e-05
BHD104856,HD104856,1,0,,1,181.14138388,-52.69563,0.0042,0.0042
HD104982,HD104982,22,0,,40,181.308900898,-28.71672,0.0017729933227287,0.0010130279566855
HD105,HD105,22,0,,32,1.4707039971875,-41.754116875,0.0038758614759246,0.0013272052555352
HD105004,HD105004,22,0,,5,181.353060218,-26.595722,0.0013745170285488,0.0008367616147979
HD-105382,HD105382,22,-100,,12,182.02310504166667,-50.66227083333334,0.0005841476402812,0.0002391826359353
HD-105435,HD105435,22,-100,,13,182.0906043123077,-50.723339230769234,0.000448644628759,0.0001257286455366
HD105513,HD105513,22,0,,1,182.22622305,-55.72985,0.0042,0.0042
HD105575,HD105575,22,0,,8,182.338436385,-27.9814925,0.0023497665782333,0.0013901361701026
HD105613,HD105613,22,0,,2,182.408347495,-58.350735,2.906915977313431e-05,7.071067814109929e-06
HD105665,HD105665,22,0,,8,182.49170090125,-13.43495875,0.0009807246324074,0.0002338764936577
HD105671,HD105671,22,0,,2,182.47899138,-46.20871,0.0017288760799871,0.000113137084988
HD105690,HD105690,22,0,,137,182.5292167779562,-49.1819096350365,0.0023254596673338,0.0010699645463911
HD-105707,HD105707,22,-100,,10,182.534688024,-22.620887,0.0007156862937435,0.0016346120844625
HD105750,HD105750,22,0,,9,182.5935270633333,-43.87230444444444,0.0030463885011081,0.0014251500895611
HD105779,HD105779,22,0,,60,182.66201816266667,-16.956289833333333,0.0023470346190263,0.0019689629823819
HD105837,HD105837,22,0,,24,182.74380834166664,-46.322046666666665,0.0017583586873569,0.0008392370586314
HD105850,HD105850,22,0,,36,182.76707500416668,-23.602362222222222,0.003509725068878,0.0011576703481224
HD105874,HD105874,22,0,,12,182.81341974083333,-52.21796916666667,0.0031725191102783,0.001183257893457
HD-105937,HD105937,22,-100,,4,182.91476451,-52.3693525,0.0001843582760032,4.7871355387179655e-05
HD105938,HD105938,22,0,,16,182.912234405625,-54.4180725,0.0020597562243731,0.0010978190500563
HD105994,HD105994,22,0,,17,182.9957581482353,-50.77080823529412,0.0032796506223796,0.0016887615110422
HD106092,HD106092,22,0,,3,183.09328332666664,-6.359843333333333,0.0004134795395659,0.0002871120571014
HD106116,HD106116,22,0,,144,183.12034092791663,-3.0825847222222222,0.0025629783459935,0.0011619419147317
HD-10615,HD10615,22,-100,,11,25.452264212727275,-60.78971363636364,0.0030726897825814,0.0010915701784795
HD106218,HD106218,22,0,,6,183.3414218483333,-56.89427666666666,0.0015386120295125,0.0002311420919423
HD106252,HD106252,22,0,,1,183.37185611,10.03984,0.0042,0.0042
HD106275,HD106275,22,0,,24,183.46588962541668,-69.06011708333334,0.0044787633451091,0.0018817417444363
HD106290,HD106290,22,0,,24,183.4695253433333,-55.20858458333333,0.0020740914716218,0.0010326158390277
HD106315,HD106315,22,0,,171,183.47223631,-0.3941918713450292,0.0015450889735589,0.0015079374327197
HD-106355,HD106355,22,-100,,3,183.54621407,-17.23913333333333,0.0014767019066833,0.0026987095681698
HD106444,HD106444,22,0,,20,183.711109163,-55.7911175,0.0028289519494043,0.0011753784384979
HD10647,HD10647,22,0,,137,25.62387828861314,-53.74077124087592,0.0014683964636136,0.0014698361479639
HD106473,HD106473,22,0,,14,183.73550426214288,-47.94878357142857,0.0027614082871731,0.0007126829820919
HD-106490,HD106490,22,-100,,12,183.7872331425,-58.75056833333334,0.0002322218498098,3.7618499640403e-05
HD-106506,HD106506,22,-100,,16,183.8258884525,-63.4261925,0.0024082417746197,0.0009275523345543
HD106515A,HD106515 A,22,0,,2,183.776241525,-7.257235,0.000989362595012,0.0003606244584043
HD106589,HD106589,22,0,,11,183.90193916363637,-48.41669090909091,0.0019689418109446,0.0005160514421152
HD-106625,HD106625,22,-100,,5,183.953974162,-17.540386,8.311482010604997e-05,0.0001001498876687
HD-106625-V,HD106625,11,-100,,8,183.95515711375,-17.539625,0.0001027298532131,9.102589898171106e-05
HD106661,HD106661,22,0,,12,183.99831909416665,14.895146666666667,0.0028610626440661,0.0018079638639453
HD10678,HD10678,22,0,,2,25.65206291,-58.414345,0.0003309684000004,0.0001060660171739
HD106869,HD106869,22,0,,2,184.382351525,-48.92591,0.0009410389175968,0.0004242640687084
HD106906,HD106906,22,0,,78,184.47130195141025,-55.97710089743589,0.0017078857283613,0.0009245682543097
HD106937,HD106937,22,0,,16,184.48966070875,-35.832045,0.0027200835116197,0.0028219213312908
HD-106983,HD106983,22,-100,,8,184.61023423125,-64.0044525,0.0006364652123403,9.721111046792908e-05
HD10700_TEST,HD10700,10,0,,62,26.014992182258062,-15.933732258064516,0.0012432314276882,0.0008480322823946
HD10700,HD10700,22,0,,9796,26.012898836668025,-15.933978712739894,0.0033575785447282,0.0015286670725326
HD-10700,HD10700,22,-100,,23,26.014799440434786,-15.935184347826086,0.0028208082543606,0.0014459436242216
HD107094,HD107094,22,0,,102,184.7361363273529,-45.882785294117646,0.0019517914787926,0.0011745786738907
HD107148,HD107148,22,0,,105,184.80525355180956,-3.320214857142857,0.0017776256855612,0.0012908949744904
HD107181,HD107181,22,0,,16,184.865335100625,-26.1070075,0.0019609724741572,0.0020044467233268
HD-107328,HD107328,22,-100,,1,185.08486611,3.31249,0.0042,0.0042
HD107383_11COM,HD107383,10,0,,84,185.17664259535715,17.791885357142856,0.0008348763801786,0.0016683838557726
HD-107446,HD107446,22,-100,,5,185.346355608,-60.401300000000006,0.0027118511039777,0.0011274528814987
HD-10747,HD10747,22,-100,,8,25.30960374625,-75.663955,0.0054267076399184,0.0009012530958854
HD-107567,HD107567,22,-100,,5,185.559335828,-68.3071,0.0040143770240982,0.0013180667661348
HD-10761,HD10761,22,-100,,8,26.34801190625,9.1573875,0.0041645443813313,0.0018287603139052
HD-107815,HD107815,22,-100,,5,185.843103386,-24.841602,0.001104772907066,0.0025845831385345
HD107821,HD107821,22,0,,4,185.9207199975,-63.87129,0.000293135440426,0.0001163328557782
HD107920,HD107920,22,0,,4,186.0732967325,-58.97754,0.0003626129451076,7.788880963738239e-05
HD10800,HD10800,22,0,,11,24.493803808181816,-82.97320363636364,0.0125750854757216,0.0021053801211547
HD108063,HD108063,22,0,,60,186.2867512086667,-42.51504833333333,0.002225664565798,0.001224381084282
HD108095,HD108095,22,0,,1,186.30844388,-25.98619,0.0042,0.0042
HD108147,HD108147,22,0,,80,186.441889314875,-64.02341237499999,0.0031027935076329,0.0015536663406591
HD108202,HD108202,22,0,,45,186.46091156377776,-1.1114551111111113,0.0014272644259917,0.0014648000518567
HD-108248,HD108248,22,-100,,16,186.65044779,-63.10075625,0.0002061537717651,6.741661516213616e-05
HD-108257,HD108257,22,-100,,8,186.6365892675,-51.45111375,0.0019071364136278,0.0011246451821459
HD10830,HD10830,22,0,,6,26.41790481,-25.05219,0.0006533965518727,0.0019518504041044
HD108309,HD108309,22,0,,49,186.69963825,-48.9140181632653,0.0024751272483483,0.000900221439121
HD108341,HD108341,22,0,,67,186.8772800250746,-71.42306805970149,0.0058651901374525,0.0012662689632467
HD-108483,HD108483,22,-100,,4,187.010422425,-50.231465,0.000226482191998,0.0001239623598803
HD108564,HD108564,22,0,,33,187.07907705,-16.910427575757577,0.001932179130386,0.001485439813455
HD108570,HD108570,22,0,,3,187.14130036666663,-56.406686666666666,0.000102060508691,4.163331998803096e-05
HD-108570,HD108570,22,-100,,5,187.144503218,-56.409234000000005,0.0032303646239158,0.001007635846921
HD108581,HD108581,22,0,,18,187.13218493444444,-18.29795555555556,0.0016671878203278,0.0018763143541407
HD108767,HD108767,22,0,,28,187.4622073082143,-16.52040285714286,0.0022019430350634,0.0029460354491619
HD108768,HD108768,22,0,,20,187.482204996,-26.420831,0.0016767465681699,0.0016152070097084
HD108857,HD108857,22,0,,10,187.693161663,-58.189415,0.003116122166684,0.0010209608763866
HD108904,HD108904,22,0,,24,187.80289462541668,-61.91031541666666,0.0032726635796941,0.0013806173136186
HD108935,HD108935,22,0,,9,187.82232576888887,-43.386003333333335,0.001925795832096,0.0013308831654212
HD10895,HD10895,22,0,,19,26.50119874052632,-43.91396421052632,0.0023064619587836,0.0010477081643565
HD108953,HD108953,22,0,,13,187.9000571315385,-59.20819384615384,0.0027675047490955,0.0021476325665785
HD-109026,HD109026,22,-100,,36,188.11628014277775,-72.13379944444445,0.0062588335768447,0.0011151603201726
HD109085,HD109085,22,0,,36,188.01621126916663,-16.19591638888889,0.003450476613246,0.0009520748853416
HD109098,HD109098,22,0,,8,188.01999829625,-1.7717675000000002,0.0027366048423687,0.0012953295223333
HD109138,HD109138,22,0,,16,188.374832355625,-75.386663125,0.0088448184676171,0.0040273659195548
HD109200,HD109200,22,0,,882,188.38330789674603,-68.73935383219954,0.2646799264762348,0.549242805138098
HD109271,HD109271,22,0,,107,188.39947448747665,-11.619976822429908,0.0022249964554713,0.001364956007399
HD109310,HD109310,22,0,,15,188.455614532,-23.515186,0.0019297872838868,0.0011366102485658
HD109368,HD109368,22,0,,5,188.608811218,-46.506976,0.0019508909289775,0.0005043114117264
HD-109379,HD109379,22,-100,,8,188.60015423125,-23.39767375,0.0008610153246504,0.0021331059681662
HD10939,HD10939,22,0,,6,26.52514332833333,-53.523735,0.0004427515011126,0.0002020643461866
HD109409,HD109409,22,0,,61,188.67864601131149,-44.67397721311475,0.001748047188508,0.00071089879999
HD109423,HD109423,22,0,,2,188.70315444,-41.23487,0.0004533402995625,0.0002121320343529
HD109536,HD109536,22,0,,386,188.939509639171,-41.022661994818655,0.0015752439449184,0.0015327318485016
HD109573,HD109573,22,0,,10,189.00420455,-39.870634,0.0029106458341274,0.0017113425528925
HD109591,HD109591,22,0,,6,189.02718731,-42.85293833333333,0.001794538675558,0.0005024108544481
HD-109668,HD109668,22,-100,,4,189.2923604825,-69.136705,0.0004699490038094,2.6457513110390288e-05
HD109684,HD109684,22,0,,26,189.12129361730769,10.729597692307692,0.002259762596237,0.0010390315017062
HD109723,HD109723,22,0,,4,189.28665805,-41.996215,0.0006861122357047,0.0006818846432227
HD109787,HD109787,22,0,,12,189.424476385,-48.54257666666666,0.0007095561585337,0.0005001878435015
HD109799,HD109799,22,0,,1,189.43050694,-27.14081,0.0042,0.0042
HD109832,HD109832,22,0,,14,189.6764898778572,-68.76479857142857,0.0037869794287697,0.0004128485873108
HD_109962,HD109962,22,-100,,1,189.78491111,-45.5623,0.0042,0.0042
HD109962,HD109962,22,0,,2,189.783784995,-45.563465,0.0024976637857138,0.000219203102167
HD109988,HD109988,22,0,,33,189.8173188930303,-32.725683030303024,0.0018063115947108,0.001390900079195
HD-110014,HD110014,22,-100,,12,189.81424305,-7.995771666666666,0.0012632359542953,0.0015827814030043
HD110014,HD110014,22,0,,104,189.8113787353846,-7.993558269230769,0.0008581892508609,0.0004072198955308
HD110058,HD110058,22,0,,15,189.94313853333333,-49.19927933333334,0.0018341213192753,0.0009083695492994
HD-110073,HD110073,22,-100,,4,189.972152775,-39.9878175,3.576917899897982e-05,6.652067347853594e-05
HD-110073-V,HD110073,11,-100,,8,189.97212596875,-39.98655375,0.0001339036258352,0.0002088702604831
HD110113,HD110113,22,0,,116,190.03602880534484,-44.31309689655172,0.0013628937619215,0.000932441781648
HD-11025,HD11025,22,-100,,8,24.36212774,-84.76672375,0.0253936244584244,0.0011504277154942
HD110291,HD110291,22,0,,21,190.40749051142856,-56.63582380952381,0.0017244039122149,0.0024247071497203
HD-110335,HD110335,22,-100,,4,190.490254995,-59.686915,0.0001541631958858,0.0011053958566921
HD110411,HD110411,22,0,,14,190.46893662285717,10.232571428571427,0.0018075617583839,0.0008747294715232
HD-110432,HD110432,22,-100,,8,190.707906245,-63.06042625,0.0006555153703196,0.0004667191722174
HD110557,HD110557,22,0,,38,190.78907411842107,-5.740606315789474,0.0015980710680837,0.0015855162362521
HD110606,HD110606,22,0,,7,190.92084428142857,-35.41365857142857,0.0003710525354217,0.0003740957351367
HD110619,HD110619,22,0,,26,190.92754063615385,-37.70813307692308,0.0017961506300953,0.0013076995655924
HD110634,HD110634,22,0,,4,191.0056285375,-53.50653,0.0008101519086044,0.0001023067283519
HD110646,HD110646,22,0,,4,190.9084352775,-1.577695,0.0002460926140454,0.0005674210664636
HD-110666,HD110666,22,-100,,6,191.0052785133333,-28.32433,0.0011024761872239,0.0017771212676685
HD110668,HD110668,22,0,,6,190.99378180166664,-35.12323833333333,0.0019125099857807,0.0008572144811336
HD110697,HD110697,22,0,,16,191.1110837125,-54.34682875,0.0031774889834388,0.0009231170023342
HD110829,HD110829,22,0,,2,191.40930791,-60.982665,0.0022499713513219,0.0014354267658096
HD-110879,HD110879,22,-100,,16,191.571231455,-68.109375,0.0019137469791529,7.941452428257186e-05
HD-110956,HD110956,22,-100,,4,191.596009995,-56.4903175,0.0001255909398269,4.716990566015007e-05
HD111028,HD111028,22,0,,2,191.593582495,9.53648,0.0006937495340884,0.0016687720036005
HD111031,HD111031,22,0,,40,191.62946090575,-11.812115,0.002106890105641,0.0012937681003309
HD111102,HD111102,22,0,,14,191.91206713857144,-58.30011642857143,0.0017084771522199,0.0026116855952344
HD-111123,HD111123,22,-100,,28,191.9309007203572,-59.6891375,0.0003482898796155,0.000328798317108
HD111133,HD111133,22,0,,12,191.7617304825,5.951766666666667,0.0014318747389749,0.0003048496897378
HD111232,HD111232,22,0,,69,192.21445553173916,-68.42553376811594,0.0046784222040657,0.001013281073382
HD-111295,HD111295,22,-100,,6,192.112456615,-27.597956666666665,0.0009354919578903,0.0017564699447093
HD-111315,HD111315,22,-100,,5,192.44861255,-71.984894,0.0042744537359394,0.0002498599607769
HD111515,HD111515,22,0,,95,192.43657615410527,1.1855512631578948,0.001582065906121,0.0013037566361025
HD111520,HD111520,22,0,,16,192.58232029125,-49.863963125,0.003350466331526,0.0008851645327272
HD111564,HD111564,22,0,,40,192.58506716225,-30.576005,0.0017651603997875,0.0011555662392666
HD111588,HD111588,22,0,,4,192.73917673,-52.78741,0.0001260926265317,7.164728419934724e-05
HD111631,HD111631,22,0,,10,192.683446079,-0.768644,0.0022396570319571,0.001176663833802
HD11168,HD11168,22,0,,4,27.52306583,14.3496375,0.0004867801740697,0.0001896268265132
HD111777,HD111777,22,0,,202,193.04315270945543,-56.57690544554456,0.0020777585074416,0.0009267108956319
HD111814,HD111814,22,0,,14,192.9431125342857,19.227005,0.0079904930452831,0.0014008170692622
HD-111884,HD111884,22,-100,,5,193.272151832,-54.95297000000001,0.002075316478677,0.0013171180660791
HD-111915,HD111915,22,-100,,5,193.283313996,-48.943734,0.0015577505924307,0.0009997149593754
HD111998,HD111998,22,0,,150,193.29776813106668,-3.5530264000000003,0.0030359324784818,0.0013105412990988
HD-112091,HD112091,22,-100,,4,193.65656326,-57.1698225,0.00152857872751,0.0007314540313689
HD-112092,HD112092,22,-100,,4,193.64995444,-57.1794275,0.0001208349485909,3.774917217390509e-05
HD112100,HD112100,22,0,,9,193.56942613888887,-25.534243333333333,0.0023343714853496,0.0018271562604221
HD112109,HD112109,22,0,,14,193.7659754928572,-63.64300357142857,0.0027616637259973,0.0023287091410779
HD112164,HD112164,22,0,,10,193.743653495,-44.152917,0.0001497280600998,0.0001071914175647
HD11226,HD11226,22,0,,44,27.56695673204545,-6.703030909090909,0.0022408382329059,0.0010905915147335
HD112283,HD112283,22,0,,6,193.921022495,-3.5504116666666667,0.0023336995211679,0.0008418174782377
HD11231,HD11231,22,0,,48,27.40690205125,-34.458573333333334,0.002020866881664,0.0020734197605727
HD112381,HD112381,22,0,,24,194.241531235,-54.588755,0.0006444248935874,0.001027102297942
HD112409,HD112409,22,0,,3,194.2728437,-51.199353333333335,0.0023215674161123,0.0005366873702014
HD112540,HD112540,22,0,,8,197.0680876,-87.21732,0.0236230824470023,0.002286613216099
HD11262,HD11262,22,0,,13,27.45248348,-38.40155153846154,0.0020789125310991,0.0010047789653606
HD112646,HD112646,22,0,,22,194.72829675136364,-55.67567227272728,0.0022589011160997,0.0020059766219464
HD11271,HD11271,22,0,,8,27.71809218375,6.5262775,0.0001989810616207,0.0001512566409404
HD11274,HD11274,22,0,,1,27.62117888,-12.3431,0.0042,0.0042
HD112776,HD112776,22,0,,3,194.88797703666668,-38.22031666666667,0.000671202870988,0.0003330665599161
HD112810,HD112810,22,0,,16,194.99995267,-50.3900125,0.0033484631162848,0.0014259429628597
HD112934,HD112934,22,0,,20,195.1393743705,-33.0509745,0.0022037885065052,0.0014782154069961
HD112943,HD112943,22,0,,6,195.0695746733333,-2.704518333333333,0.0028461129572917,0.0011031122638545
HD-113083,HD113083,22,-100,,3,195.3608549966667,-27.37352333333333,0.0010463577700932,0.0010839895448452
HD113101,HD113101,22,0,,5,195.330874162,-8.440892,0.0025372613027041,0.0007749322551035
HD-113226,HD113226,22,-100,,4,195.546891525,10.9600575,0.0012383241088515,0.0006851459698488
HD113226,HD113226,22,0,,12,195.5425666858333,10.957305,0.0020276175223919,0.0009902754437757
HD-11332,HD11332,22,-100,,7,27.58687582857143,-47.81668857142857,0.0029623960196906,0.0015925077558294
HD113357,HD113357,22,0,,7,195.9052915842857,-38.96894142857143,0.0005892786684541,0.0003355308516129
HD113449,HD113449,22,0,,21,195.95565810333332,-5.16292380952381,0.0020413076377338,0.0011754083383679
HD113466,HD113466,22,0,,16,196.270170550625,-64.233020625,0.004408308883219,0.0009398189098651
HD113513,HD113513,22,0,,5,196.708553218,-77.868384,0.0049733447199494,0.0024323815490154
HD113524,HD113524,22,0,,16,196.247290741875,-47.3974175,0.0021547145936613,0.0007547405735289
HD113538,HD113538,22,0,,102,196.2368892197059,-52.44660245098039,0.0031579087579867,0.0021621205378853
HD113556,HD113556,22,0,,16,196.384534544375,-58.53650625,0.0023189905150206,0.0009435526835656
HD113569,HD113569,22,0,,23,196.23219574565215,-28.92898,0.0018704334816767,0.0016105193967387
HD113679,HD113679,22,0,,6,196.46959564333332,-38.516705,0.002174018725921,0.0004956510869564
HD-113703,HD113703,22,-100,,8,196.57185332625,-48.46431875,0.0004106729107239,0.0002551995017906
HD_113766,HD113766,22,-100,,1,196.65125611,-46.03449,0.0042,0.0042
HD113766,HD113766,22,0,,29,196.64815209413797,-46.034539310344826,0.0014298571184569,0.0011283740863846
HD-113791,HD113791,22,-100,,48,196.729012501875,-49.907876666666674,0.0005949475429077,0.0004615899134879
HD113901,HD113901,22,0,,14,196.889217495,-52.90669642857143,0.0020752205292944,0.0019258788489034
HD113904,HD113904,22,0,,3,197.03273036666667,-65.30522,0.0029563761004794,0.0006907242575769
HD11397,HD11397,22,0,,82,27.921107251585365,-16.31775573170732,0.001712541291252,0.0017248990168958
HD113998,HD113998,22,0,,16,196.8581784675,11.13293375,0.0064354853908525,0.0008654777100924
HD114076,HD114076,22,0,,138,197.13993686391305,-41.64477884057971,0.0023586713111106,0.0009178060737436
HD114082,HD114082,22,0,,18,197.3168705522222,-60.31034111111111,0.0031002743251357,0.0022590599004866
HD114319,HD114319,22,0,,22,197.74380899863635,-62.08890318181818,0.0035572830179496,0.0013016779879897
HD114386,HD114386,22,0,,17,197.66672399823528,-35.05443705882353,0.002019103226974,0.0006855541983111
HD114561,HD114561,22,0,,12,197.94010907,-35.61861416666667,0.0023606172671379,0.0013120660898914
HD114613,HD114613,22,0,,655,198.011632665542,-37.80367583206107,0.0025400465553131,0.0019010828724669
HD_11462_7.8,HD11462,10,-100,,6,27.333467496666668,-72.41727166666668,0.0028296762799222,0.0004233871356911
HD11462,HD11462,22,0,,11,27.33513188818182,-72.41138454545454,0.0010340896769128,0.000623463930574
HD-11462,HD11462,22,-100,,80,27.3421909015,-72.409256375,0.0021015375403035,0.0010417466391206
HD114642,HD114642,22,0,,34,198.01650150764704,-16.199759117647062,0.0033025831355164,0.0009237386736823
HD114729,HD114729,22,0,,90,198.1836448165556,-31.874648111111117,0.0016344401981285,0.0014297433528183
HD114747,HD114747,22,0,,39,198.22744079410256,-30.7114658974359,0.0026251641921155,0.0013922052139058
HD114783,HD114783,22,0,,94,198.18190475978724,-2.265092127659574,0.0014643330426467,0.0014003792668612
HD114839,HD114839,22,0,,2,198.20002708,26.88102,0.0007976588755847,0.0003252691193448
HD114853,HD114853,22,0,,150,198.3762953145333,-45.1514358,1.1130136063938012,0.4350691070821666
HD11505,HD11505,22,0,,24,28.27611280875,-1.3275225,0.0026387245290421,0.0010667759228466
HD11507,HD11507,22,0,,23,28.209560407391308,-22.434889565217397,0.0023222463953478,0.0012391143400936
HD115116,HD115116,22,0,,2,199.607189995,-78.82636,0.0116998665832435,0.0034506810921853
HD115169,HD115169,22,0,,1,198.95153888,-29.50464,0.0042,0.0042
HD115202,HD115202,22,0,,9,198.99731978,-19.941114444444445,0.0013532673574815,0.0021776886319612
HD-115202,HD115202,22,-100,,5,198.99892255,-19.942936,0.0008796217741719,0.0014589482513112
HD-115226,HD115226,22,-100,,102,199.50491892039216,-72.9468587254902,0.0063949633641085,0.0013263317025995
HD115231,HD115231,22,0,,5,198.900482276,9.014704,0.0008132499766249,0.0006616494540162
HD115319,HD115319,22,0,,2,199.056494995,19.049315,0.0026347576484486,0.0022273863607362
HD115341,HD115341,22,0,,9,199.16892332777775,-5.573508888888889,0.0020016353011791,0.001448192359844
HD115361,HD115361,22,0,,18,199.48008119944444,-61.01187055555556,0.0039886813553761,0.0013697937681721
HD-115439,HD115439,22,-100,,3,199.8449424033333,-72.03387,0.0029441379645853,0.0004267317658684
HD-115440,HD115440,22,-100,,3,200.02771398,-76.41799,0.0028544128330238,0.0004313930922038
HD-115478,HD115478,22,-100,,2,199.319157495,13.676805,0.0013427179957019,0.0011384419177099
HD115499,HD115499,22,0,,5,202.183373664,-86.448308,0.0197360197826024,0.002775071170259
HD115585,HD115585,22,0,,25,199.9569542064,-70.8547044,0.0064134845618729,0.0014132883640624
HD115617,HD115617,22,0,,1233,199.6002104585564,-18.313307648012977,0.0024775106530962,0.0015320893284656
HD11563,HD11563,22,0,,1,28.23929,-28.08149,0.0042,0.0042
HD115674,HD115674,22,0,,39,200.74832757538465,-81.3064358974359,0.0094985561593799,0.001639030069324
HD115773,HD115773,22,0,,26,199.99199033730767,-41.19117961538461,0.0024812231912813,0.0015121917359092
HD115820,HD115820,22,0,,12,200.11138953333327,-49.22443083333334,0.0013196125025821,0.0007611409896071
HD11584,HD11584,22,0,,14,28.11541071,-49.52485142857143,0.0020292066998705,0.0009565390911863
HD-115846,HD115846,22,-100,,8,200.370457115,-67.53746375,0.0040485542402017,0.0009609509798688
HD115892,HD115892,22,0,,34,200.14950031441177,-36.71299970588235,0.002517604354192,0.001192004894472
HD115902,HD115902,22,0,,13,200.0923029453846,-9.059013846153846,0.0012774313718014,0.0008852357356612
HD-116072,HD116072,22,-100,,8,200.64958711375,-60.97436625,0.0008608687527349,0.0002723410414533
HD11608,HD11608,22,0,,56,28.381640446964287,-21.25410732142857,0.0014925361801386,0.0018991342439715
HD-116087,HD116087,22,-100,,10,200.658517331,-60.990661,0.0005243907455327,0.0002426451455671
HD-116114,HD116114,22,-100,,125,200.4441718196,-18.74198616,0.0015670238796275,0.0014641455638952
HD11616,HD11616,22,0,,3,28.55068203333333,9.948193333333334,0.0004104648552968,0.0002494660965607
HD116160,HD116160,22,0,,10,200.421580384,2.085801,0.0013849528024543,0.0003110716244783
HD-116244,HD116244,22,-100,,5,201.289970996,-74.885312,0.0137385048692704,0.0022774481333313
HD116259,HD116259,22,0,,17,200.68323658058824,-18.02975,0.0025039172067419,0.0012068554180192
HD116284,HD116284,22,0,,9,201.16170931666667,-70.43120333333334,0.0071468063957914,0.0016203086125815
HD116410,HD116410,22,0,,19,200.92329406157896,-15.117483684210526,0.0020985980947335,0.0013617848195424
HD116434,HD116434,22,0,,80,201.150090687,-51.505483000000005,0.0018971353651369,0.0005218986758442
HD116568,HD116568,22,0,,27,201.1386617751852,-5.164341111111111,0.0016049288550552,0.0015225669957054
HD116658,HD116658,22,0,,27,201.3012877637037,-11.163565555555556,0.0004037604933322,0.0010548617602959
HD_11667,HD11667,22,-100,,1,28.27903611,-50.94256,0.0042,0.0042
HD11683,HD11683,22,0,,1,28.591925,-15.72747,0.0042,0.0042
HD116858,HD116858,22,0,,5,201.66459855,-24.293448,0.0017452818995171,0.0015115786449936
HD116883,HD116883,22,0,,10,201.826003024,-39.952748,0.0032481038559808,0.0005318479314812
HD116920,HD116920,22,0,,9,201.76264663111112,-24.28919888888889,0.0019570423594568,0.0008027677815608
HD116941,HD116941,22,0,,6,201.68075235666663,16.944618333333334,0.0007217714417693,0.00081930254892
HD116963,HD116963,22,0,,4,201.85297826,-21.654815,0.0026980426776852,0.0011302064708127
HD1171,HD1171,22,0,,7,4.003135828571429,-22.42120571428572,0.0023711268328402,0.0014322692617298
HD117105,HD117105,22,0,,30,202.12816894933331,-27.390244,0.002096901976012,0.0015626074583747
HD117190,HD117190,22,0,,5,202.10794622,15.704536,0.0006583240229109,0.0017544600308926
